script,text,caught,detected
english_sinhala_mixed,When will delivery to කොළඹ happen?,True,sinhala
english_sinhala_mixed,Account balance කීයද right now?,True,sinhala
english_sinhala_mixed,Nearest branch from Kandy කොහේද?,True,sinhala
english_sinhala_mixed,Payment failed මොකද problem?,True,sinhala
english_sinhala_mixed,Order status for Wellawatte අලුත් update please?,True,sinhala
english_sinhala_mixed,Colombo branch hours today කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery delay in Wellawatte please සහය වන්න,True,sinhala
english_sinhala_mixed,Need ගෙවීම confirmation for order,True,sinhala
english_sinhala_mixed,Delivery to නුගේගොඩ ETA කිව්වොත්?,True,sinhala
english_sinhala_mixed,Can I view ඔබගේ ගිණුම balance online?,True,sinhala
english_sinhala_mixed,Nearest branch from Bambalapitiya කොහේද?,True,sinhala
english_sinhala_mixed,Order confirmation missing details for ඇණවුම,True,sinhala
english_sinhala_mixed,Can I change delivery address කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery to Wellawatte from Colombo branch available? කරුණාකර,True,sinhala
english_sinhala_mixed,Payment method change requested ගෙවීම pending?,True,sinhala
english_sinhala_mixed,Delivery ETA for Colombo orders? කොහොමද?,True,sinhala
english_sinhala_mixed,I cannot login ගිණුම today,True,sinhala
english_sinhala_mixed,Account balance කීයද මේ මොහොතේ?,True,sinhala
english_sinhala_mixed,Please confirm order status ඇණවුම,True,sinhala
english_sinhala_mixed,Is delivery available in නුගේගොඩ today?,True,sinhala
english_sinhala_mixed,Colombo city traffic delaying deliveries today කොහොමද?,True,sinhala
english_sinhala_mixed,Payment gateway error in Colombo දැක්කාද?,True,sinhala
english_sinhala_mixed,Need branch address for Kandy කොයිද?,True,sinhala
english_sinhala_mixed,My ඇණවුම now shipping to Wellawatte?,True,sinhala
english_sinhala_mixed,Delivery tracking link shows කොළඹ branch location,True,sinhala
english_sinhala_mixed,Can you update delivery address in නුගේගොඩ?,True,sinhala
english_sinhala_mixed,Which tax rate apply to my order ගෙවීම,True,sinhala
english_sinhala_mixed,I need invoice for last order ඇණවුම?,True,sinhala
english_sinhala_mixed,Wellawatte branch new opening date කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery driver contact number in කොළඹ,True,sinhala
english_sinhala_mixed,Can I cancel order before dispatch කොහොමද?,True,sinhala
english_sinhala_mixed,Payment issue still shows in ගිණුම,True,sinhala
english_sinhala_mixed,Delivery on Saturday in Colombo සඳහා අවශ්‍යද?,True,sinhala
english_sinhala_mixed,Can you resend receipt for order ඇණවුම?,True,sinhala
english_sinhala_mixed,Retail branch Wellawatte ලිපිනය update කරලා?,True,sinhala
english_sinhala_mixed,Is there a delivery fee in Kandy කීයද?,True,sinhala
english_sinhala_mixed,I can't access rewards in my ගිණුම,True,sinhala
english_sinhala_mixed,Do you have branch in Wellawatte කොහේද?,True,sinhala
english_sinhala_mixed,Order placed but payment pending ගෙවීම,True,sinhala
english_sinhala_mixed,Can you confirm delivery slot කොහොමද?,True,sinhala
english_sinhala_mixed,Shipping address update please for නුගේගොඩ?,True,sinhala
english_sinhala_mixed,Is there online chat support කොහොමද?,True,sinhala
english_sinhala_mixed,I need refund amount ගෙවීම් for order,True,sinhala
english_sinhala_mixed,Can you reprocess failed payment ගෙවීම,True,sinhala
english_sinhala_mixed,What time does Colombo branch open today කොහොමද?,True,sinhala
english_sinhala_mixed,Can I link ගිණුම to new email?,True,sinhala
english_sinhala_mixed,Custom orders not available in Kandy කෙලෙසද?,True,sinhala
english_sinhala_mixed,Do you ship to නුගේගොඩ කොහේද?,True,sinhala
english_sinhala_mixed,Please assist with payment issue today ගෙවීම,True,sinhala
english_sinhala_mixed,My ඇணවුම is still pending in Colombo.,True,mixed_script
english_sinhala_mixed,When will delivery to කොළඹ happen?,True,sinhala
english_sinhala_mixed,Account balance කීයද right now?,True,sinhala
english_sinhala_mixed,Nearest branch from Kandy කොහේද?,True,sinhala
english_sinhala_mixed,Payment failed — මොකද problem?,True,sinhala
english_sinhala_mixed,Delivery address in Nugegoda ඇයි not updating.,True,sinhala
english_sinhala_mixed,Can you confirm order number කොහොමද?,True,sinhala
english_sinhala_mixed,Colombo branch shows different delivery ETA කීයද?,True,sinhala
english_sinhala_mixed,I want to update my ගිණුම details.,True,sinhala
english_sinhala_mixed,Delivery to Wellawatte tomorrow කවදාද?,True,sinhala
english_sinhala_mixed,Is this order from Bambalapitiya කියන්න track?,True,sinhala
english_sinhala_mixed,Nugegoda delivery ETA correct කීයද?,True,sinhala
english_sinhala_mixed,Galle branch එකට අවශ්‍යද කොහොමද?,True,sinhala
english_sinhala_mixed,My payment method failed at checkout ගෙවීම error.,True,sinhala
english_sinhala_mixed,Please resend Colombo order confirmation ඇණවුම.,True,sinhala
english_sinhala_mixed,Do you have Wellawatte pickup option available today දැන්?,True,sinhala
english_sinhala_mixed,Mount Lavinia delivery charges ගෙවිය හැකිද?,True,sinhala
english_sinhala_mixed,Colombo city center order status කොහොමද?,True,sinhala
english_sinhala_mixed,Account balance මොනවද today කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery to Pettah location කොහෙද ETA?,True,sinhala
english_sinhala_mixed,Can you confirm stock for Kandy කොහොමද?,True,sinhala
english_sinhala_mixed,Order cancellation possible for Dehiwala කොහොමද?,True,sinhala
english_sinhala_mixed,My bill amount shows wrong ගෙවීම details?,True,sinhala
english_sinhala_mixed,Wellawatte branch address please කියන්න කොහොමද?,True,sinhala
english_sinhala_mixed,I need refund for wrong order - මොකද process?,True,sinhala
english_sinhala_mixed,Is Mount Lavinia delivery available today කොහොමද?,True,sinhala
english_sinhala_mixed,Kandy click and collect එකෙන් ගෙවීම කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery to Galle ETA කීයද?,True,sinhala
english_sinhala_mixed,Account balance ඇත්තේ promo credit එකක් තියෙන්නේද?,True,sinhala
english_sinhala_mixed,Need update on Colombo delivery status ලබාදෙන්න?,True,sinhala
english_sinhala_mixed,Pettah branch දුරකථන අංකය please කියන්න.,True,sinhala
english_sinhala_mixed,Wellawatte delivery ETA now මොනාද?,True,sinhala
english_sinhala_mixed,Colombo evening delivery කාලය කොහොමද?,True,sinhala
english_sinhala_mixed,Kandy order pending හෝ ගෙවීම pending මොනවාද?,True,sinhala
english_sinhala_mixed,Nugegoda payment issue කීයක්ද? Please assist.,True,sinhala
english_sinhala_mixed,My ගිණුම balance stuck in Colombo කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery delay to Wellawatte දැන් කොච්චර වේලාවක්?,True,sinhala
english_sinhala_mixed,Can I change payment method during order ගෙවීම?,True,sinhala
english_sinhala_mixed,Dehiwala order ready for pickup today කොහොමද?,True,sinhala
english_sinhala_mixed,Pettah delivery still stuck in production කොහේද?,True,sinhala
english_sinhala_mixed,Moratuwa order shipped but still not arrived කීයද?,True,sinhala
english_sinhala_mixed,Is cash on delivery option available in Colombo today කොහොමද?,True,sinhala
english_sinhala_mixed,Can you update my shipping address in Galle කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery partner අංකය please Colombo area කියන්න.,True,sinhala
english_sinhala_mixed,Refund timing for wrong item in Wellawatte කීයද?,True,sinhala
english_sinhala_mixed,I need order history in account ගිණුම බලන්න.,True,sinhala
english_sinhala_mixed,Can you resend tax invoice for Colombo කොහොමද?,True,sinhala
english_sinhala_mixed,Delivery window for Kandy කාලය කියන්න.,True,sinhala
english_sinhala_mixed,Customer support chat එක Sinhala-English mix කරන්න පුළුවන්ද?,True,sinhala
english_sinhala_mixed,Contact details for Moratuwa branch අමතන්න කියන්න.,True,sinhala
english_sinhala_mixed,My ඇණවුම is delayed in Colombo delivery.,True,sinhala
english_sinhala_mixed,When will delivery to කොළඹ happen?,True,sinhala
english_sinhala_mixed,Account balance කීයද right now at my ගිණුම.,True,sinhala
english_sinhala_mixed,Nearest branch from Kandy කොහේද?,True,sinhala
english_sinhala_mixed,Payment failed මොනවාද problem with ගෙවීම?,True,sinhala
english_sinhala_mixed,Delivery ETA to Wellawatte please කොහොමද?,True,sinhala
english_sinhala_mixed,I need ගිණුම updated from Colombo branch.,True,sinhala
english_sinhala_mixed,Nugegoda delivery status කරුණාකර share today.,True,sinhala
english_sinhala_mixed,Kandy branch hours කොහොමද open today?,True,sinhala
english_sinhala_mixed,Colombo delivery blocked by weather මොනවාද today?,True,sinhala
english_sinhala_mixed,Please confirm ඇණවුම number for tracking.,True,sinhala
english_sinhala_mixed,Bambalapitiya branch hours කොහොමද open?,True,sinhala
english_sinhala_mixed,Delivery address update for Colombo අලුත් address please.,True,sinhala
english_sinhala_mixed,Is today for delivery to කොළඹ available?,True,sinhala
english_sinhala_mixed,Order status අත්වේද? Can you check now?,True,sinhala
english_sinhala_mixed,Colombo order #12345 status ඇතුළත් කරන්න?,True,sinhala
english_sinhala_mixed,Branch in Nugegoda open tomorrow? කොහොමද?,True,sinhala
english_sinhala_mixed,Payment method change කරගන්නවා ගෙවීම සාර්ථකයිද?,True,sinhala
english_sinhala_mixed,Delivery ETA for Bambalapitiya කොහොමද now?,True,sinhala
english_sinhala_mixed,My ගිණුම balance shows zero right now.,True,sinhala
english_sinhala_mixed,Update address for Colombo delivery අලුත් ලිපිනය කරන්න.,True,sinhala
english_sinhala_mixed,Is Bambalapitiya branch still open today කොහොමද?,True,sinhala
english_sinhala_mixed,Order #202499 status කොහොමද ගාවට?,True,sinhala
english_sinhala_mixed,Delivery to Colombo 05 is delayed ගොඩක් today.,True,sinhala
english_sinhala_mixed,Nearest branch from Wellawatte කොහේද now?,True,sinhala
english_sinhala_mixed,I want to cancel ඇණවුම please instructions.,True,sinhala
english_sinhala_mixed,Payment gateway error ගෙවීම failed තවත් attempt?,True,sinhala
english_sinhala_mixed,Delivery driver contact number මට දෙන්න කොහොමද?,True,sinhala
english_sinhala_mixed,Colombo branch location maps link දෙන්න කරුණාකර.,True,sinhala
english_sinhala_mixed,Nugegoda order ETA දවසේ අරගෙනම්.,True,sinhala
english_sinhala_mixed,Alternate delivery slot කොළඹ tomorrow available?,True,sinhala
english_sinhala_mixed,My order number ඇණවුම පත්‍රය ඇයි?,True,sinhala
english_sinhala_mixed,Branch wait times Wellawatte මෙතෙක් කොහොමද?,True,sinhala
english_sinhala_mixed,Payment issue pricing නැගෙන්නේ මොනවාද?,True,sinhala
english_sinhala_mixed,Address verification failed අලුත් ලිපිනයේ tests?,True,sinhala
english_sinhala_mixed,Delivery to Colombo tomorrow morning කොහොමද?,True,sinhala
english_sinhala_mixed,Kandy branch location කියන්න කොහේද?,True,sinhala
english_sinhala_mixed,Order cancellation policy ඇයි? විස්තර දෙන්න.,True,sinhala
english_sinhala_mixed,Bank ගිණුමේ balance දැනගන්න ගෙවීම කවදාද?,True,sinhala
english_sinhala_mixed,Mobile app login ගිණුම ඇතුළු වී ඇත්තේද?,True,sinhala
english_sinhala_mixed,Colombo smart lock දෝශයක් තිබේද?,True,sinhala
english_sinhala_mixed,Nugegoda order status තවදුරටත් pending?,True,sinhala
english_sinhala_mixed,Delivery charge කිසිදු අමතර ගාස්තුවද?,True,sinhala
english_sinhala_mixed,Colombo or කුඩා city delivery options?,True,sinhala
english_sinhala_mixed,Branch phone numbers සදහා දන්වා දෙන්න.,True,sinhala
english_sinhala_mixed,Account balance update in real time? කීයද?,True,sinhala
english_sinhala_mixed,Payment receipt e-mailed උනාද? confirm please.,True,sinhala
english_sinhala_mixed,Colombo address verification කොහොමද කරන්න?,True,sinhala
english_sinhala_mixed,Delivery confirmation push notification ලබා ගන්නද?,True,sinhala
english_sinhala_mixed,My ඇණවුම is still pending in කොළඹ delivery.,True,sinhala
english_sinhala_mixed,When will delivery to කොළඹ happen again?,True,sinhala
english_sinhala_mixed,Account balance කීයද right now in ගිණුම.,True,sinhala
english_sinhala_mixed,Nearest branch from කාන්ඩි කොහේද?,True,sinhala
english_sinhala_mixed,Delivery fee සඳහන්ද? කොළඹ branch.,True,sinhala
english_sinhala_mixed,Payment failed මොකද issue in නුගේගොඩ.,True,sinhala
english_sinhala_mixed,Can I update order status to වැල්ලාවත්ත?,True,sinhala
english_sinhala_mixed,Track my order from බම්බල්පිටිය branch.,True,sinhala
english_sinhala_mixed,Delivery ETA for කෝළඹ tonight please.,True,sinhala
english_sinhala_mixed,Is the ගිණුම accessible from කාන්ඩි?,True,sinhala
english_sinhala_mixed,Customer support hours in වෙල්ලාවත්ත branch මෙන්න.,True,sinhala
english_sinhala_mixed,Ordered item unavailable in බම්බලපිටිය ස්ථානය.,True,sinhala
english_sinhala_mixed,Request for exchange nearest branch කොහේද කොළඹ?,True,sinhala
english_sinhala_mixed,How to recharge wallet ගිණුම from වැල්ලාවත්ත?,True,sinhala
english_sinhala_mixed,Delivery delay in කොළඹ due to traffic.,True,sinhala
english_sinhala_mixed,Please confirm order number ඇණවුම details.,True,sinhala
english_sinhala_mixed,Is cashless option available in කාන්ඩි branch?,True,sinhala
english_sinhala_mixed,Payment method change allowed for order in කොළඹ.,True,sinhala
english_sinhala_mixed,Account balance බලන්න please in ගිණුම.,True,sinhala
english_sinhala_mixed,Can you resend receipt to ඔබගේ email in කොළඹ?,True,sinhala
english_sinhala_mixed,Is my order confirmed in නුගේගොඩ tonight?,True,sinhala
english_sinhala_mixed,Delivery guy contact number for වෙල්ලාවත්ත please.,True,sinhala
english_sinhala_mixed,I need to update delivery ලිපිනය in නුගේගොඩ.,True,sinhala
english_sinhala_mixed,Refund status for order in කොළඹ now please.,True,sinhala
english_sinhala_mixed,Where is the nearest branch from බම්බල්පිටිය කොහොේද?,True,sinhala
english_sinhala_mixed,My order is delayed at වෙල්ලාවත්ත kitchen.,True,sinhala
english_sinhala_mixed,Can I view my recent transaction ගිණුම history?,True,sinhala
english_sinhala_mixed,Issue with payment gateway in කොළඹ.,True,sinhala
english_sinhala_mixed,Which branch handles refunds in කාන්ඩි කොහොමද?,True,sinhala
english_sinhala_mixed,I want to update contact number ගිණුම.,True,sinhala
english_sinhala_mixed,Delivery time estimate for කොළඹ today?,True,sinhala
english_sinhala_mixed,COD පහසුකම නුගේගොඩ branch තියේද?,True,sinhala
english_sinhala_mixed,Address change approved for order in බම්බල්පිටිය.,True,sinhala
english_sinhala_mixed,Account balance now in ගිණුම show?,True,sinhala
english_sinhala_mixed,Need assistance with order cancellation කොහොමද?,True,sinhala
english_sinhala_mixed,Which payment options available in වෙල්ලාවත්ත?,True,sinhala
english_sinhala_mixed,I need order confirmation number ඇණවුම කේතය?,True,sinhala
english_sinhala_mixed,Delivery schedule in කොළඹ කාල බලන්න please.,True,sinhala
english_sinhala_mixed,Can you verify order address at කාන්ඩි today?,True,sinhala
english_sinhala_mixed,Where is the nearest branch from වෙල්ලාවත්ත කොහොේද?,True,sinhala
english_sinhala_mixed,Can I update delivery instructions in නුගේගොඩ?,True,sinhala
english_sinhala_mixed,Payment failed මොකද issue in කොළඹ.,True,sinhala
english_sinhala_mixed,Can I cancel order in බම්බල්පිටිය?,True,sinhala
english_sinhala_mixed,What is current wallet balance ගිණුම in කොළඹ?,True,sinhala
english_sinhala_mixed,Do you deliver to නුගේගොඩ today?,True,sinhala
english_sinhala_mixed,Order status updated in කොළඹ please.,True,sinhala
english_sinhala_mixed,I want to change delivery date කීයද?,True,sinhala
english_sinhala_mixed,Where can I pay using card කොහේද?,True,sinhala
english_sinhala_mixed,I lost access to ගිණුම reset steps.,True,sinhala
english_sinhala_mixed,Please verify address for delivery in කොළඹ tonight.,True,sinhala
english_sinhala_mixed,"My order is late, කොළඹ delivery ETA කවදාද?",True,sinhala
english_tamil_mixed,My ஆர்டர் in Colombo எப்போது டெலிவரி ஆகும்?,True,tamil
english_tamil_mixed,Nearest கிளை in Jaffna எங்கே exactly?,True,tamil
english_tamil_mixed,Can I check கணக்கு balance online from Wellawatte?,True,tamil
english_tamil_mixed,Delivery நேரம் Colombo Pettah எவ்வளவு?,True,tamil
english_tamil_mixed,"Payment failed at Batticaloa கிளை, தயவு செய்து பார்க்கவும்",True,tamil
english_tamil_mixed,Pettah கிளை status எப்பொழுது update ஆகும்?,True,tamil
english_tamil_mixed,"Colombo branch எங்கே, அங்கே வரும்போது சரிபார்?",True,tamil
english_tamil_mixed,Delivery நேரம் from Galle to Colombo எவ்வளவு?,True,tamil
english_tamil_mixed,கணக்கு balance mobile app படிக்க முடியுமா?,True,tamil
english_tamil_mixed,Negombo கிளை ரெசிப்ஷன் status தெரியுமா?,True,tamil
english_tamil_mixed,Colombo டெலிவரி நிலை பற்றி உதவி செய்யவும்,True,tamil
english_tamil_mixed,Wellawatte கிளை location எங்கே? தயவு செய்து,True,tamil
english_tamil_mixed,"Kotte கிளை விலை சரிபார்க்க இயலுமா, please?",True,tamil
english_tamil_mixed,Colombo Pettah-யில் ஆர்டர் status எங்கே?,True,tamil
english_tamil_mixed,Jaffna இலிருந்து delivery status எப்போதும் update? அனுப்பவும்,True,tamil
english_tamil_mixed,"Batticaloa பணம் issue, வழிமுறை பதில் தயவு செய்து",True,tamil
english_tamil_mixed,"Moratuwa டெலிவரி நேரம் இடர்பாடு, பதில் தரவும்",True,tamil
english_tamil_mixed,"Trincomalee கிளை எங்கு உள்ளது, தயவு செய்து சொல்லுங்கள்",True,tamil
english_tamil_mixed,Galle branch balance check பற்றி தெரியுமா?,True,tamil
english_tamil_mixed,Dehiwala வரம்பு விலை குறைப்பு பற்றி தகவல்,True,tamil
english_tamil_mixed,Colombo Wellawatte டெலிவரி கட்டணம் பற்றி தெரியுமா?,True,tamil
english_tamil_mixed,Pettah கிளையிலிருந்து வாங்கும் plan ஆர்டர் உதவி,True,tamil
english_tamil_mixed,Negombo டெலிவரி ETA எவ்வளவு?,True,tamil
english_tamil_mixed,Kotte கிளை payment gateway பாஸ் விபரம் please,True,tamil
english_tamil_mixed,Colombo கிளை சேவை நிலை இன்று சரியானா?,True,tamil
english_tamil_mixed,Jaffna ஆர்டர் status எப்போது update ஆகும்?,True,tamil
english_tamil_mixed,Wellawatte கணக்கு balance app-ல் தேடி பார்க்கலாம்,True,tamil
english_tamil_mixed,Delivery status Colombo Pettah-யில் எப்போது update?,True,tamil
english_tamil_mixed,Batticaloa branch விலை பற்றி தெரியுமா?,True,tamil
english_tamil_mixed,Anuradhapura கிளை பொருட்கள் stock உள்ளா?,True,tamil
english_tamil_mixed,"Galle branch இடம் எங்கே, தயவு செய்து கூறுங்கள்",True,tamil
english_tamil_mixed,"Kotte டெலிவரி ETA தெரிஞ்சிக்கலாமா, தயவு செய்து படிக்க",True,tamil
english_tamil_mixed,"Colombo Wellawatte wait time முன்பே தெரிந்துள்ளதா, தயவு செய்து",True,tamil
english_tamil_mixed,Pettah கிளை கணக்கு balance confirm செய்து விடுங்கள்,True,tamil
english_tamil_mixed,Delivery in Moratuwa status update வேகமாக,True,tamil
english_tamil_mixed,"Colombo கிளை payment issue, தயவு செய்து சரி செய்யுங்கள்",True,tamil
english_tamil_mixed,"Dehiwala கிளை எங்கே உள்ளது, தயவு செய்து சொல்லுங்கள்",True,tamil
english_tamil_mixed,Colombo Pettah இருந்து கணக்கு balance check செய்தீர்களா?,True,tamil
english_tamil_mixed,Trincomalee பொருட்கள் டெலிவரி ETA தெரியுமா?,True,tamil
english_tamil_mixed,"Negombo ஆர்டர் status எங்கே உள்ளது, தயவு செய்து செய்து",True,tamil
english_tamil_mixed,"Colombo கிளை அலகு stock shortage, என்ன செய்வது?",True,tamil
english_tamil_mixed,Batticaloa branch விலை update தேவையா?,True,tamil
english_tamil_mixed,"Jaffna branch லைன் யார் செயல்படுகிறது, please?",True,tamil
english_tamil_mixed,Delivery முறை Colombo கிளை மூலம் மாற்றம் தேவையா?,True,tamil
english_tamil_mixed,"Kotte கிளை stock update, please verify",True,tamil
english_tamil_mixed,Wellawatte அருகில் வீடு address update செய்யவும்,True,tamil
english_tamil_mixed,"Colombo Pettah கணக்கு balance குறைவா, தயவு செய்து தெரியப்படுத்து",True,tamil
english_tamil_mixed,"Anuradhapura டெலிவரி ETA எவ்வளவு, தயவு செய்து தெரியப்படுத்துக",True,tamil
english_tamil_mixed,Colombo மைய கிளை விபரங்கள் எங்கே பரிசு?,True,tamil
english_tamil_mixed,"Delivery டிரைவர் தொடங்கு Wellawatte, தயவு செய்து தகவல்",True,tamil
english_tamil_mixed,"My ஆர்டர் is stuck, can you assist from Colombo கிளை?",True,tamil
english_tamil_mixed,"Jaffna கிளை எங்கே, order status check please?",True,tamil
english_tamil_mixed,"Delivery from Wellawatte எனக்கு tracking இல்லை, தயவு செய்து.",True,tamil
english_tamil_mixed,Can I check கணக்கு balance online from Pettah?,True,tamil
english_tamil_mixed,Payment issue பில்லின் விலை mismatch at Colombo கிளை.,True,tamil
english_tamil_mixed,உங்கள் branch எங்கே Colombo அல்லது Jaffna கிளை?,True,tamil
english_tamil_mixed,"Delivery ETA Batticaloa for my order, please, தயவு செய்து.",True,tamil
english_tamil_mixed,"எனக்கு கணக்கு balance refresh failed, Batticaloa branch help.",True,tamil
english_tamil_mixed,Is Cash on Delivery available in Moratuwa கிளை?,True,tamil
english_tamil_mixed,Please verify order number from Negombo கிளை.,True,tamil
english_tamil_mixed,"Receipt missing, please resend to Colombo email with தயவு note.",True,tamil
english_tamil_mixed,"Delivery delay from Panadura, எப்போது reach my address?",True,tamil
english_tamil_mixed,"Pettah branch விலை policy change, details?",True,tamil
english_tamil_mixed,"Order cancellation request from Kotte, தயவு செய்து.",True,tamil
english_tamil_mixed,"Delivery address Colombo-க்கு confirm, கணக்கு update?",True,tamil
english_tamil_mixed,"Kandy கிளை open today for pickup, please.",True,tamil
english_tamil_mixed,"Wellawatte எனக்கு delivery status தெரியுமா, தயவு செய்து?",True,tamil
english_tamil_mixed,"Billing issue தொகை mismatch from Colombo, தயவுசெய்து.",True,tamil
english_tamil_mixed,"Rewards balance shown on app, கணக்கு update please.",True,tamil
english_tamil_mixed,Pettah delivery driver contact number please எங்கே.,True,tamil
english_tamil_mixed,"Jaffna கிளை open now, இது சரியா?",True,tamil
english_tamil_mixed,"Order modification not possible after dispatch, கணக்கு issue?",True,tamil
english_tamil_mixed,"Delivery ETA from Colombo suburbs, எப்போது delivery?",True,tamil
english_tamil_mixed,"Unable to apply discount code ஆன்லைனில், please fix.",True,tamil
english_tamil_mixed,"Panadura கிளை pickup করতে முடியுமா, please help.",True,tamil
english_tamil_mixed,"Moratuwa branch விலை difference, can you review?",True,tamil
english_tamil_mixed,"Order confirmed from Negombo, receipt copy எங்கே?",True,tamil
english_tamil_mixed,"Galle கிளை today open, please update status.",True,tamil
english_tamil_mixed,"Payment failed at Colombo payment gateway, உதவி please.",True,tamil
english_tamil_mixed,"Bill paid twice, கணக்கு refund timing?",True,tamil
english_tamil_mixed,"Delivery contact in Wellawatte எங்கே, please.",True,tamil
english_tamil_mixed,"Colombo order number mismatch, கணக்கு balance check please.",True,tamil
english_tamil_mixed,"Jaffna ordering app issue, தயவு செய்து fix.",True,tamil
english_tamil_mixed,"Wellawatte delivery boy contact info, எங்கே?",True,tamil
english_tamil_mixed,"Pettah order already shipped, status update please, தயவு செய்து.",True,tamil
english_tamil_mixed,"Batticaloa branch hours today, timing please, தயவு செய்து.",True,tamil
english_tamil_mixed,"Visa payment failing at Colombo கிளை, please assist.",True,tamil
english_tamil_mixed,"Unable to track parcel from Jaffna, உதவி.",True,tamil
english_tamil_mixed,"Order cancellation can be done from Pettah, தயவு செய்து.",True,tamil
english_tamil_mixed,"Your app shows விலை discount, confirm total.",True,tamil
english_tamil_mixed,Am I eligible for rewards in Colombo கிளை?,True,tamil
english_tamil_mixed,"Delivery not received in Moratuwa, tracking number தயவு செய்து.",True,tamil
english_tamil_mixed,"Colombo city cashier gave wrong கணக்கு balance, please fix.",True,tamil
english_tamil_mixed,"Panadura கிளை open now, please verify.",True,tamil
english_tamil_mixed,"Can I change delivery address Batticaloa, தயவு செய்து?",True,tamil
english_tamil_mixed,"My payment failed, Colombo கிளை help please.",True,tamil
english_tamil_mixed,"Kotte branch posted new விலை policy, details?",True,tamil
english_tamil_mixed,Delivery driver contact from Negombo எங்கே?,True,tamil
english_tamil_mixed,"Can you reprint ஆர்டர் receipt from Colombo, please?",True,tamil
english_tamil_mixed,I need confirmation on எப்போது package will arrive in Galle.,True,tamil
english_tamil_mixed,Can I check my கணக்கு balance for Colombo order?,True,tamil
english_tamil_mixed,"My ஆர்டர் Colombo-ல் still not delivered, please assist.",True,tamil
english_tamil_mixed,Where is branch கிளை in Wellawatte located?,True,tamil
english_tamil_mixed,Pettah branch எங்கே? Need delivery details.,True,tamil
english_tamil_mixed,Delivery ETA from Colombo எப்போது?,True,tamil
english_tamil_mixed,"சமீபத்திய விலை update needed, please check விலை Colombo.",True,tamil
english_tamil_mixed,"Batticaloa branch-ல் payment issue, தயவு செய்து உதவுங்கள்.",True,tamil
english_tamil_mixed,Can I view கணக்கு balance online from Colombo?,True,tamil
english_tamil_mixed,Nearest branch in Moratuwa எங்கே இருக்கிறது?,True,tamil
english_tamil_mixed,"My ஆர்டர் Colombo-ல் still not delivered, please assist.",True,tamil
english_tamil_mixed,"Delivery pending from Negombo, தயவு செய்து check progress.",True,tamil
english_tamil_mixed,Receipt problem: கணக்கு updated after payment from Moratuwa.,True,tamil
english_tamil_mixed,Wellawatte branch-ல் delivery status update please.,True,tamil
english_tamil_mixed,"Payment failure, தயவு செய்து retry Colombo card.",True,tamil
english_tamil_mixed,Are the Pettah கிளை open today?,True,tamil
english_tamil_mixed,"Galle branch எங்கே, delivery slot available today?",True,tamil
english_tamil_mixed,Online கணக்கு balance check Colombo-ல் possible?,True,tamil
english_tamil_mixed,Pettah delivery ETA எப்போது அறிய முடியும்?,True,tamil
english_tamil_mixed,Colombo order க்கு வாடிக்கையாளர் support-யை reach செய்யவும்.,True,tamil
english_tamil_mixed,"Jaffna branch-ல் பணம் issue, உதவி தயவு செய்து.",True,tamil
english_tamil_mixed,"Kurunegala delivery late, தயவு செய்து assist.",True,tamil
english_tamil_mixed,Receipt problem: கணக்கு balance reflect after payment Moratuwa.,True,tamil
english_tamil_mixed,Trincomalee கிளை open today? உடனடி update.,True,tamil
english_tamil_mixed,"Negombo branch எங்கே, contact number என்ன?",True,tamil
english_tamil_mixed,"Pending payment due, விலை and order status Colombo.",True,tamil
english_tamil_mixed,ஆர்டர் cancelled? Batticaloa கிளை handle please.,True,tamil
english_tamil_mixed,"Delivery driver மாற்றம் Colombo-ல், please update address.",True,tamil
english_tamil_mixed,"Balance mismatch after payment in Jaffna, உதவி.",True,tamil
english_tamil_mixed,Wellawatte கிளை enquiry: delivery status please.,True,tamil
english_tamil_mixed,"Cash on delivery available in Colombo, தயவு செய்து confirm.",True,tamil
english_tamil_mixed,Pettah branch பில் status update please.,True,tamil
english_tamil_mixed,Colombo order tracking எடுத்து? Please help.,True,tamil
english_tamil_mixed,"Bank payment rejected, தயவு செய்து alternate payment method.",True,tamil
english_tamil_mixed,"Trincomalee order delayed, எப்போது delivery?",True,tamil
english_tamil_mixed,Galle கிளை balance update after new order.,True,tamil
english_tamil_mixed,"Negombo payment retrial, தயவு செய்து confirm.",True,tamil
english_tamil_mixed,"Moratuwa delivery pending, கணக்கு balance reflect?",True,tamil
english_tamil_mixed,"Colombo address change for order, தயவு செய்து update.",True,tamil
english_tamil_mixed,"Batticaloa கிளை update needed, delivery status please.",True,tamil
english_tamil_mixed,Anuradhapura கிளை location எங்கே? delivery ETA?,True,tamil
english_tamil_mixed,"Colombo delivery tracking எனக்கு காத்திருக்கின்றது, தயவு செய்து உதவி.",True,tamil
english_tamil_mixed,"Order cancellation accepted in Pettah, கணக்கு update.",True,tamil
english_tamil_mixed,Wellawatte delivery time slots எப்போது available?,True,tamil
english_tamil_mixed,"Colombo POS payment issue, தயவு செய்து fix.",True,tamil
